product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MOD11A2,LST_Day_1km,A2017265,22/09/2017,301.68,306.36,24664.2422,4.68,304.4968,1.0465,1.023,81,81,100,2.02131E+12,305.18
MOD11A2,LST_Day_1km,A2017273,30/09/2017,305.56,309.66,24951.1992,4.1,308.0395,0.7782,0.8822,81,81,100,2.02131E+12,308.42
MOD11A2,LST_Day_1km,A2017281,08/10/2017,304.36,308.44,24838.6973,4.08,306.6506,0.7391,0.8597,81,81,100,2.02131E+12,306.56
MOD11A2,LST_Day_1km,A2017289,16/10/2017,307.52,312.34,25127.8145,4.82,310.2199,0.9359,0.9674,81,81,100,2.02131E+12,310.36
MOD11A2,LST_Day_1km,A2017297,24/10/2017,306.82,312.14,25086.2754,5.32,309.7071,1.0912,1.0446,81,81,100,2.02131E+12,310.26
MOD11A2,LST_Day_1km,A2017305,01/11/2017,306,310.68,24967.1797,4.68,308.2368,0.9451,0.9722,81,81,100,2.02131E+12,309.36
MOD11A2,LST_Day_1km,A2017313,09/11/2017,306.56,311.04,25018.1602,4.48,308.8662,0.8684,0.9319,81,81,100,2.02131E+12,309.28
MOD11A2,LST_Day_1km,A2017321,17/11/2017,304.58,309.74,24905.7227,5.16,307.4781,1.1912,1.0914,81,81,100,2.02131E+12,308.36
MOD11A2,LST_Day_1km,A2017329,25/11/2017,303.06,307,24697.6328,3.94,304.9091,0.7997,0.8943,81,81,100,2.02131E+12,305.1
MOD11A2,LST_Day_1km,A2017337,03/12/2017,297.2,302.4,24240.8008,5.2,299.2691,1.2607,1.1228,81,81,100,2.02131E+12,299.64
MOD11A2,LST_Day_1km,A2017345,11/12/2017,298.54,302.86,24366.7188,4.32,300.8237,1.0439,1.0217,81,81,100,2.02131E+12,301.42
MOD11A2,LST_Day_1km,A2017353,19/12/2017,296.12,301.96,24173.9727,5.84,298.4441,2.3106,1.5201,81,81,100,2.02131E+12,299.22
MOD11A2,LST_Day_1km,A2017361,27/12/2017,300.5,303.9,24485.2031,3.4,302.2865,0.5141,0.717,81,81,100,2.02132E+12,302.92
MOD11A2,LST_Day_1km,A2018001,01/01/2018,299.36,303.6,24437.4961,4.24,301.6975,0.8299,0.911,81,81,100,2.02132E+12,302.1
MOD11A2,LST_Day_1km,A2018009,09/01/2018,299.26,304.56,24502.6816,5.3,302.5022,1.4361,1.1984,81,81,100,2.02132E+12,303.42
MOD11A2,LST_Day_1km,A2018017,17/01/2018,299.28,304.06,24429.1641,4.78,301.5946,1.2904,1.136,81,81,100,2.02132E+12,301
MOD11A2,LST_Day_1km,A2018025,25/01/2018,301.28,305.28,24557.8008,4,303.1827,0.9396,0.9693,81,81,100,2.02132E+12,304.36
MOD11A2,LST_Day_1km,A2018033,02/02/2018,302.68,306.48,24651.2754,3.8,304.3367,0.7885,0.888,81,81,100,2.02132E+12,304.7
MOD11A2,LST_Day_1km,A2018041,10/02/2018,301.92,306.42,24640.3398,4.5,304.2017,1.1957,1.0935,81,81,100,2.02132E+12,305.34
MOD11A2,LST_Day_1km,A2018049,18/02/2018,295.62,301.8,24166.543,6.18,298.3524,2.5664,1.602,81,81,100,2.02132E+12,297.26
MOD11A2,LST_Day_1km,A2018057,26/02/2018,299.98,305.94,24615.7598,5.96,303.8983,1.0578,1.0285,81,81,100,2.02133E+12,303.68
MOD11A2,LST_Day_1km,A2018065,06/03/2018,303.64,309.74,24880.1641,6.1,307.1625,1.581,1.2574,81,81,100,2.02133E+12,307.82
MOD11A2,LST_Day_1km,A2018073,14/03/2018,307.34,312.58,25110.2793,5.24,310.0034,1.3473,1.1607,81,81,100,2.02133E+12,310.94
MOD11A2,LST_Day_1km,A2018081,22/03/2018,306.94,313.72,25123.6777,6.78,310.1689,2.0168,1.4202,81,81,100,2.02133E+12,311.3
MOD11A2,LST_Day_1km,A2018089,30/03/2018,310.62,316.92,25416.9766,6.3,313.7898,1.7986,1.3411,81,81,100,2.02133E+12,314.86
MOD11A2,LST_Day_1km,A2018097,07/04/2018,310.28,316.2,25365.7988,5.92,313.158,1.739,1.3187,81,81,100,2.02133E+12,314.46
MOD11A2,LST_Day_1km,A2018105,15/04/2018,311.86,317.12,25457.8809,5.26,314.2948,1.3414,1.1582,81,81,100,2.02133E+12,315.26
MOD11A2,LST_Day_1km,A2018113,23/04/2018,311.22,318.48,25481.3438,7.26,314.5845,2.7518,1.6589,81,81,100,2.02133E+12,315.72
MOD11A2,LST_Day_1km,A2018121,01/05/2018,312.4,318.98,25593.8418,6.58,315.9734,2.6861,1.6389,81,81,100,2.02133E+12,317.36
MOD11A2,LST_Day_1km,A2018129,09/05/2018,315.14,322.24,25823.9785,7.1,318.8145,2.1499,1.4663,81,81,100,2.02133E+12,320.52
MOD11A2,LST_Day_1km,A2018137,17/05/2018,315.82,321.86,25810.8555,6.04,318.6525,1.7566,1.3254,81,81,100,2.02133E+12,319.38
MOD11A2,LST_Day_1km,A2018145,25/05/2018,318.44,325.22,26061.627,6.78,321.7485,2.1498,1.4662,81,81,100,2.02134E+12,323.36
MOD11A2,LST_Day_1km,A2018153,02/06/2018,315.46,320.44,25743.2793,4.98,317.8183,1.3815,1.1754,81,81,100,2.02134E+12,318.58
MOD11A2,LST_Day_1km,A2018161,10/06/2018,307.84,316.18,25355.1191,8.34,313.0262,2.0347,1.4264,81,81,100,2.02134E+12,313.3
MOD11A2,LST_Day_1km,A2018169,18/06/2018,305.26,309.92,24887.8789,4.66,307.2578,1.2525,1.1192,81,81,100,2.02134E+12,307.1
MOD11A2,LST_Day_1km,A2018177,26/06/2018,303.58,310.7,24846.7246,7.12,306.7497,2.4108,1.5527,81,81,100,2.02134E+12,306.58
MOD11A2,LST_Day_1km,A2018185,04/07/2018,302.32,306.52,24680.5781,4.2,304.6985,1.0174,1.0087,81,81,100,2.02134E+12,304.28
MOD11A2,LST_Day_1km,A2018193,12/07/2018,302.62,306.74,24671.8086,4.12,304.5902,0.5439,0.7375,81,81,100,2.02134E+12,304.82
MOD11A2,LST_Day_1km,A2018201,20/07/2018,302.4,306.78,24651.6855,4.38,304.3418,0.7747,0.8802,81,81,100,2.02134E+12,303.8
MOD11A2,LST_Day_1km,A2018209,28/07/2018,300.86,303.96,24516.3008,3.1,302.6704,0.3567,0.5972,81,81,100,2.02135E+12,302.88
MOD11A2,LST_Day_1km,A2018217,05/08/2018,300.66,304.64,24536.2812,3.98,302.9171,0.6355,0.7972,81,81,100,2.02135E+12,303.24
MOD11A2,LST_Day_1km,A2018225,13/08/2018,298.32,301.7,24350.7441,3.38,300.6265,0.2961,0.5442,81,81,100,2.02135E+12,301.36
MOD11A2,LST_Day_1km,A2018233,21/08/2018,300.34,303.18,24471.9199,2.84,302.1225,0.2935,0.5417,81,81,100,2.02135E+12,302.44
MOD11A2,LST_Day_1km,A2018241,29/08/2018,298.52,302.32,24368.8965,3.8,300.8506,0.6646,0.8152,81,81,100,2.02135E+12,301.2
MOD11A2,LST_Day_1km,A2018249,06/09/2018,300.64,303.78,24485.4609,3.14,302.2896,0.392,0.6261,81,81,100,2.02135E+12,302.62
MOD11A2,LST_Day_1km,A2018257,14/09/2018,300.58,304.1,24494.9199,3.52,302.4064,0.6326,0.7954,81,81,100,2.02135E+12,302.76
MOD11A2,LST_Day_1km,A2018265,22/09/2018,300.32,302.92,24443.3789,2.6,301.7701,0.2755,0.5249,81,81,100,2.02135E+12,302.22
MOD11A2,LST_Day_1km,A2018273,30/09/2018,299.32,302.3,24392.6992,2.98,301.1444,0.5623,0.7498,81,81,100,2.02135E+12,300.28
MOD11A2,LST_Day_1km,A2018281,08/10/2018,296.28,301.06,24145.541,4.78,298.0931,0.9766,0.9882,81,81,100,2.02135E+12,297.82
MOD11A2,LST_Day_1km,A2018289,16/10/2018,300.82,304.74,24523.1582,3.92,302.755,0.7878,0.8876,81,81,100,2.02135E+12,303.06
MOD11A2,LST_Day_1km,A2018297,24/10/2018,299.3,304.16,24473.2188,4.86,302.1385,1.195,1.0932,81,81,100,2.02135E+12,302.72
MOD11A2,LST_Day_1km,A2018305,01/11/2018,301.22,305.66,24605.2773,4.44,303.7689,0.9401,0.9696,81,81,100,2.02135E+12,304.38
MOD11A2,LST_Day_1km,A2018313,09/11/2018,299.6,304.1,24482.582,4.5,302.2541,1.04,1.0198,81,81,100,2.02136E+12,303.1
MOD11A2,LST_Day_1km,A2018321,17/11/2018,298.28,303.2,24355.1426,4.92,300.6808,1.4418,1.2007,81,81,100,2.02136E+12,300.32
MOD11A2,LST_Day_1km,A2018329,25/11/2018,297.38,301.4,24290.7793,4.02,299.8862,0.8282,0.9101,81,81,100,2.02136E+12,300.54
MOD11A2,LST_Day_1km,A2018337,03/12/2018,297.5,301.42,24286.5801,3.92,299.8343,0.6856,0.828,81,81,100,2.02137E+12,300.4
MOD11A2,LST_Day_1km,A2018345,11/12/2018,295.14,298.34,24055.3223,3.2,296.9793,0.4921,0.7015,81,81,100,2.02137E+12,297.76
MOD11A2,LST_Day_1km,A2018353,19/12/2018,298.02,302.62,24333.5703,4.6,300.4145,0.8887,0.9427,81,81,100,2.02137E+12,300.54
MOD11A2,LST_Day_1km,A2018361,27/12/2018,291.32,295.28,23788.2676,3.96,293.6823,0.7122,0.8439,81,81,100,2.02137E+12,294.32
MOD11A2,LST_Day_1km,A2019001,01/01/2019,295.5,299.12,24075.0645,3.62,297.223,0.5478,0.7402,81,81,100,2.02202E+12,297.92
MOD11A2,LST_Day_1km,A2019009,09/01/2019,295.28,299.42,24141.123,4.14,298.0385,0.7584,0.8709,81,81,100,2.02202E+12,298.48
MOD11A2,LST_Day_1km,A2019017,17/01/2019,298.74,302.94,24388.5176,4.2,301.0928,0.9152,0.9566,81,81,100,2.02202E+12,301.74
MOD11A2,LST_Day_1km,A2019025,25/01/2019,298.34,302.02,24305.9766,3.68,300.0738,1.1829,1.0876,81,81,100,2.02202E+12,301.18
MOD11A2,LST_Day_1km,A2019033,02/02/2019,299.82,303.42,24434.0996,3.6,301.6555,0.6842,0.8272,81,81,100,2.02035E+12,302.08
MOD11A2,LST_Day_1km,A2019041,10/02/2019,300.1,306.9,24582.9004,6.8,303.4926,3.0122,1.7356,81,81,100,2.02035E+12,301.5
MOD11A2,LST_Day_1km,A2019049,18/02/2019,296.16,303.54,24323.5176,7.38,300.2903,2.2143,1.488,81,81,100,2.02035E+12,301.52
MOD11A2,LST_Day_1km,A2019057,26/02/2019,304.46,309.9,24941.2891,5.44,307.9171,1.762,1.3274,81,81,100,2.02035E+12,307.78
MOD11A2,LST_Day_1km,A2019065,06/03/2019,303.96,310.66,24861.5039,6.7,306.9322,1.4086,1.1868,81,81,100,2.02035E+12,307.46
MOD11A2,LST_Day_1km,A2019073,14/03/2019,304.22,310.06,24833.123,5.84,306.5818,1.4402,1.2001,81,81,100,2.02035E+12,307.12
MOD11A2,LST_Day_1km,A2019081,22/03/2019,305.84,312.32,25060.1582,6.48,309.3847,1.9522,1.3972,81,81,100,2.02035E+12,310.48
MOD11A2,LST_Day_1km,A2019089,30/03/2019,307.26,314.68,25208.2598,7.42,311.2131,2.594,1.6106,81,81,100,2.02035E+12,312.92
MOD11A2,LST_Day_1km,A2019097,07/04/2019,310.66,315.62,25310.2969,4.96,312.4728,1.5324,1.2379,81,81,100,2.02035E+12,312.56
MOD11A2,LST_Day_1km,A2019105,15/04/2019,308.18,316.86,25368.4688,8.68,313.191,2.9478,1.7169,81,81,100,2.02035E+12,314.48
MOD11A2,LST_Day_1km,A2019113,23/04/2019,311.68,318.88,25489.8398,7.2,314.6894,2.6665,1.6329,81,81,100,2.02035E+12,315.12
MOD11A2,LST_Day_1km,A2019121,01/05/2019,313.14,318.78,25604.041,5.64,316.0993,1.347,1.1606,81,81,100,2.02035E+12,316.72
MOD11A2,LST_Day_1km,A2019129,09/05/2019,312.46,317.42,25483.3594,4.96,314.6094,1.3079,1.1436,81,81,100,2.02035E+12,315.3
MOD11A2,LST_Day_1km,A2019137,17/05/2019,311.9,318.06,25526.8398,6.16,315.1462,1.5825,1.258,81,81,100,2.02035E+12,316.3
MOD11A2,LST_Day_1km,A2019145,25/05/2019,312.36,318.16,25557.2559,5.8,315.5217,1.7626,1.3276,81,81,100,2.02035E+12,317.42
MOD11A2,LST_Day_1km,A2019153,02/06/2019,310.78,317.44,25471.1328,6.66,314.4584,1.5945,1.2627,81,81,100,2.02035E+12,315.38
MOD11A2,LST_Day_1km,A2019161,10/06/2019,315.54,322.18,25761.1953,6.64,318.0395,1.7899,1.3379,81,81,100,2.02035E+12,318.78
MOD11A2,LST_Day_1km,A2019169,18/06/2019,317.46,322.4,25910.2266,4.94,319.8793,1.2607,1.1228,81,81,100,2.02036E+12,320.4
MOD11A2,LST_Day_1km,A2019177,26/06/2019,314.1,323.02,25756.082,8.92,317.9763,3.5082,1.873,81,81,100,2.02036E+12,318.28
MOD11A2,LST_Day_1km,A2019185,04/07/2019,309.94,316.46,25321.9785,6.52,312.617,1.9607,1.4003,81,81,100,2.02036E+12,311.78
MOD11A2,LST_Day_1km,A2019193,12/07/2019,306.42,314.24,25131.7754,7.82,310.2688,2.5857,1.608,81,81,100,2.02036E+12,308.98
MOD11A2,LST_Day_1km,A2019201,20/07/2019,299.6,304.1,24465.2812,4.5,302.0405,1.0124,1.0062,81,81,100,2.02036E+12,302.06
MOD11A2,LST_Day_1km,A2019209,28/07/2019,300.68,304.26,24510.6953,3.58,302.6012,0.4847,0.6962,81,81,100,2.02036E+12,303.06
MOD11A2,LST_Day_1km,A2019217,05/08/2019,301.68,304.74,24591.0195,3.06,303.5928,0.4307,0.6563,81,81,100,2.02036E+12,303.92
MOD11A2,LST_Day_1km,A2019225,13/08/2019,302.36,305.76,24617.6582,3.4,303.9217,0.4983,0.7059,81,81,100,2.02036E+12,304.64
MOD11A2,LST_Day_1km,A2019233,21/08/2019,301.46,304.2,24529.6777,2.74,302.8355,0.4068,0.6378,81,81,100,2.02036E+12,303.44
MOD11A2,LST_Day_1km,A2019241,29/08/2019,301.7,303.32,24517.875,1.62,302.6898,0.1215,0.3486,81,81,100,2.02036E+12,302.32
MOD11A2,LST_Day_1km,A2019249,06/09/2019,298.64,302.12,24381.0469,3.48,301.0006,0.5824,0.7631,81,81,100,2.02036E+12,300
MOD11A2,LST_Day_1km,A2019257,14/09/2019,300.32,304.24,24500,3.92,302.4691,0.754,0.8683,81,81,100,2.02036E+12,302.88
MOD11A2,LST_Day_1km,A2019265,22/09/2019,301,306.84,24565.0762,5.84,303.2726,1.2118,1.1008,81,81,100,2.02036E+12,304.5
MOD11A2,LST_Day_1km,A2019273,30/09/2019,300.14,304.98,24540.9473,4.84,302.9747,1.3246,1.1509,81,81,100,2.02036E+12,303.58
MOD11A2,LST_Day_1km,A2019281,08/10/2019,301.38,305.72,24549.8262,4.34,303.0843,0.985,0.9925,81,81,100,2.02036E+12,303.54
MOD11A2,LST_Day_1km,A2019289,16/10/2019,301,304.46,24566,3.46,303.2839,0.465,0.6819,81,81,100,2.02037E+12,303.28
MOD11A2,LST_Day_1km,A2019297,24/10/2019,302,307.22,24707.6816,5.22,305.0331,1.0791,1.0388,81,81,100,2.02037E+12,305.76
MOD11A2,LST_Day_1km,A2019305,01/11/2019,303.08,308.32,24802.8027,5.24,306.2074,1.1032,1.0503,81,81,100,2.02037E+12,306.9
MOD11A2,LST_Day_1km,A2019313,09/11/2019,301.32,307.56,24738.8164,6.24,305.4175,1.5224,1.2338,81,81,100,2.02037E+12,306.26
MOD11A2,LST_Day_1km,A2019321,17/11/2019,292.62,297.34,23896.3027,4.72,295.0161,1.117,1.0569,81,81,100,2.021E+12,293.74
MOD11A2,LST_Day_1km,A2019329,25/11/2019,295.68,299.44,24152.0781,3.76,298.1738,0.7066,0.8406,81,81,100,2.021E+12,298.6
MOD11A2,LST_Day_1km,A2019337,03/12/2019,296.86,299.7,24186.6367,2.84,298.6005,0.3731,0.6108,81,81,100,2.021E+12,298.9
MOD11A2,LST_Day_1km,A2019345,11/12/2019,296.46,299.24,24159.1445,2.78,298.261,0.4084,0.6391,81,81,100,2.021E+12,298.62
MOD11A2,LST_Day_1km,A2019353,19/12/2019,293.6,297.62,23996.3418,4.02,296.2511,1.2003,1.0956,81,81,100,2.021E+12,297.16
MOD11A2,LST_Day_1km,A2019361,27/12/2019,291.18,294.56,23774.5527,3.38,293.513,0.654,0.8087,81,81,100,2.021E+12,293.94
MOD11A2,LST_Day_1km,A2020001,01/01/2020,293.02,297.38,23907.4004,4.36,295.1531,1.226,1.1072,81,81,100,2.02101E+12,294.86
MOD11A2,LST_Day_1km,A2020009,09/01/2020,293,296.18,23871.3828,3.18,294.7084,0.4568,0.6759,81,81,100,2.02101E+12,294.36
MOD11A2,LST_Day_1km,A2020017,17/01/2020,296.52,299.68,24116.4941,3.16,297.7345,0.219,0.468,81,81,100,2.02101E+12,297.58
MOD11A2,LST_Day_1km,A2020025,25/01/2020,294.64,298.16,24023.4199,3.52,296.5854,0.5525,0.7433,81,81,100,2.02101E+12,296.92
MOD11A2,LST_Day_1km,A2020033,02/02/2020,292.14,295.68,23843.9199,3.54,294.3694,0.6144,0.7838,81,81,100,2.02101E+12,294.8
MOD11A2,LST_Day_1km,A2020041,10/02/2020,295.98,300.12,24179.2852,4.14,298.5097,1.0794,1.0389,81,81,100,2.02101E+12,298.96
MOD11A2,LST_Day_1km,A2020049,18/02/2020,297.88,303.62,24414.4941,5.74,301.4135,1.7223,1.3123,81,81,100,2.02101E+12,303.56
MOD11A2,LST_Day_1km,A2020057,26/02/2020,298.1,302.98,24370.8184,4.88,300.8743,1.1406,1.068,81,81,100,2.02101E+12,301.68
MOD11A2,LST_Day_1km,A2020065,05/03/2020,302.06,308.82,24107.5859,6.76,305.1593,2.7544,1.6596,81,79,97.53,2.02101E+12,306.7
MOD11A2,LST_Day_1km,A2020073,13/03/2020,302.48,306.5,24652.1426,4.02,304.3474,0.8903,0.9435,81,81,100,2.02101E+12,304.82
MOD11A2,LST_Day_1km,A2020081,21/03/2020,306.86,311.1,25046.8418,4.24,309.2203,0.7881,0.8878,81,81,100,2.02101E+12,309.82
MOD11A2,LST_Day_1km,A2020089,29/03/2020,307.44,312.26,25125.7148,4.82,310.194,1.189,1.0904,81,81,100,2.02101E+12,310.96
MOD11A2,LST_Day_1km,A2020097,06/04/2020,305.92,311.52,25026.7832,5.6,308.9726,1.3232,1.1503,81,81,100,2.02101E+12,310.02
MOD11A2,LST_Day_1km,A2020105,14/04/2020,308.76,314.52,25276.0527,5.76,312.05,1.6734,1.2936,81,81,100,2.02101E+12,313.08
MOD11A2,LST_Day_1km,A2020113,22/04/2020,313.72,319.12,25642.5215,5.4,316.5743,1.3263,1.1517,81,81,100,2.02101E+12,317.46
MOD11A2,LST_Day_1km,A2020121,30/04/2020,314.62,320.04,25692.3008,5.42,317.1889,1.6979,1.303,81,81,100,2.02101E+12,318.22
MOD11A2,LST_Day_1km,A2020129,08/05/2020,313.64,319.72,25660.0391,6.08,316.7906,1.6286,1.2761,81,81,100,2.02101E+12,317.86
MOD11A2,LST_Day_1km,A2020137,16/05/2020,314.78,320.94,25750.6992,6.16,317.9099,1.7457,1.3213,81,81,100,2.02101E+12,318.68
MOD11A2,LST_Day_1km,A2020145,24/05/2020,312.94,318.58,25522.1055,5.64,315.0877,1.9231,1.3868,81,81,100,2.02101E+12,316.16
MOD11A2,LST_Day_1km,A2020153,01/06/2020,313.64,321.2,25738.5586,7.56,317.76,1.7883,1.3373,81,81,100,2.02101E+12,318.62
MOD11A2,LST_Day_1km,A2020161,09/06/2020,314.24,320.1,25715.4395,5.86,317.4745,1.6709,1.2926,81,81,100,2.02101E+12,317.72
MOD11A2,LST_Day_1km,A2020169,17/06/2020,315.48,321.88,25818.6387,6.4,318.7486,1.905,1.3802,81,81,100,2.02101E+12,319.76
MOD11A2,LST_Day_1km,A2020177,25/06/2020,310.18,315.88,25388.9004,5.7,313.4432,1.5882,1.2603,81,81,100,2.02101E+12,314.86
MOD11A2,LST_Day_1km,A2020185,03/07/2020,308.2,314.64,25238.5195,6.44,311.5867,2.039,1.4279,81,81,100,2.02101E+12,312.06
MOD11A2,LST_Day_1km,A2020193,11/07/2020,305.22,313.52,25102.166,8.3,309.9033,3.1216,1.7668,81,81,100,2.02101E+12,309.98
MOD11A2,LST_Day_1km,A2020201,19/07/2020,299.92,303.88,24427.8203,3.96,301.578,1.0032,1.0016,81,81,100,2.02101E+12,301.36
MOD11A2,LST_Day_1km,A2020209,27/07/2020,300.52,303.62,24463.8223,3.1,302.0225,0.7201,0.8486,81,81,100,2.02101E+12,302.3
MOD11A2,LST_Day_1km,A2020217,04/08/2020,301.22,305.9,24624.5234,4.68,304.0065,0.939,0.969,81,81,100,2.02101E+12,304.36
MOD11A2,LST_Day_1km,A2020225,12/08/2020,302.58,307.68,24741.7168,5.1,305.4533,1.0054,1.0027,81,81,100,2.02101E+12,305.96
MOD11A2,LST_Day_1km,A2020233,20/08/2020,305.98,310.28,24942.6211,4.3,307.9336,0.6118,0.7822,81,81,100,2.02101E+12,308
MOD11A2,LST_Day_1km,A2020241,28/08/2020,300,304.16,24522.8398,4.16,302.7511,0.7762,0.881,81,81,100,2.02101E+12,302.7
MOD11A2,LST_Day_1km,A2020249,05/09/2020,301.24,305.56,24633.0625,4.32,304.1119,0.8159,0.9033,81,81,100,2.02102E+12,304.14
MOD11A2,LST_Day_1km,A2020257,13/09/2020,302.48,307.6,24740.9238,5.12,305.4435,0.6744,0.8212,81,81,100,2.02102E+12,305.46
MOD11A2,LST_Day_1km,A2020265,21/09/2020,303.26,308.68,24768.377,5.42,305.7824,1.3235,1.1504,81,81,100,2.02102E+12,305.56
MOD11A2,LST_Day_1km,A2020273,29/09/2020,307.78,311.6,25121.4434,3.82,310.1413,0.6255,0.7909,81,81,100,2.02102E+12,310.38
MOD11A2,LST_Day_1km,A2020281,07/10/2020,306.02,310.66,25011.1406,4.64,308.7795,0.974,0.9869,81,81,100,2.02102E+12,308.62
MOD11A2,LST_Day_1km,A2020289,15/10/2020,305.68,310.38,24995.4375,4.7,308.5857,1.2048,1.0976,81,81,100,2.02102E+12,309.14
MOD11A2,LST_Day_1km,A2020297,23/10/2020,304.58,309.5,24895.6797,4.92,307.3541,0.9962,0.9981,81,81,100,2.02102E+12,307.9
MOD11A2,LST_Day_1km,A2020305,31/10/2020,307.54,313.8,25134.7188,6.26,310.3052,2.2116,1.4871,81,81,100,2.02102E+12,310.74
MOD11A2,LST_Day_1km,A2020313,08/11/2020,301.28,305.76,24592.0215,4.48,303.6052,0.873,0.9344,81,81,100,2.02102E+12,304
MOD11A2,LST_Day_1km,A2020321,16/11/2020,307.9,311.32,25090.3008,3.42,309.7568,0.5233,0.7234,81,81,100,2.02102E+12,309.94
MOD11A2,LST_Day_1km,A2020329,24/11/2020,301.24,306.86,24663.1758,5.62,304.4836,1.2524,1.1191,81,81,100,2.02102E+12,304.94
MOD11A2,LST_Day_1km,A2020337,02/12/2020,298.26,303.56,24358.6992,5.3,300.7247,0.891,0.9439,81,81,100,2.02102E+12,300.94
MOD11A2,LST_Day_1km,A2020345,10/12/2020,295.76,301.24,24214.9434,5.48,298.9499,1.5367,1.2396,81,81,100,2.02103E+12,299.9
MOD11A2,LST_Day_1km,A2020353,18/12/2020,297.4,302.28,24260.4961,4.88,299.5123,1.3094,1.1443,81,81,100,2.02103E+12,299.12
MOD11A2,LST_Day_1km,A2020361,26/12/2020,296.48,301.5,24231.4668,5.02,299.1539,1.0984,1.048,81,81,100,2.02107E+12,299.54
MOD11A2,LST_Day_1km,A2021001,01/01/2021,298.76,304.58,24443.6602,5.82,301.7736,1.8921,1.3755,81,81,100,2.02104E+12,302.96
MOD11A2,LST_Day_1km,A2021009,09/01/2021,298.8,304.14,24431.0977,5.34,301.6185,1.1392,1.0673,81,81,100,2.02104E+12,302
MOD11A2,LST_Day_1km,A2021017,17/01/2021,299.9,305,24465.6992,5.1,302.0457,1.2583,1.1218,81,81,100,2.02104E+12,304.22
MOD11A2,LST_Day_1km,A2021025,25/01/2021,294.38,299.82,24116.8789,5.44,297.7393,1.4394,1.1998,81,81,100,2.02104E+12,298.18
MOD11A2,LST_Day_1km,A2021033,02/02/2021,301.3,306.58,24636.7012,5.28,304.1568,1.1846,1.0884,81,81,100,2.02104E+12,304.8
MOD11A2,LST_Day_1km,A2021041,10/02/2021,296.08,301.46,24192.2793,5.38,298.6701,1.3337,1.1548,81,81,100,2.02105E+12,298.56
MOD11A2,LST_Day_1km,A2021049,18/02/2021,301,307.54,24702.3203,6.54,304.9669,1.6799,1.2961,81,81,100,2.02106E+12,305.52
MOD11A2,LST_Day_1km,A2021057,26/02/2021,305.38,312.52,24997.9375,7.14,308.6165,2.5413,1.5941,81,81,100,2.02107E+12,309.14
MOD11A2,LST_Day_1km,A2021065,06/03/2021,303.96,309.66,24827.3438,5.7,306.5104,1.8472,1.3591,81,81,100,2.02108E+12,306.3
MOD11A2,LST_Day_1km,A2021073,14/03/2021,307.16,313.06,25128.0625,5.9,310.223,1.6671,1.2912,81,81,100,2.02108E+12,310.82
MOD11A2,LST_Day_1km,A2021081,22/03/2021,304.92,313.18,25069.6973,8.26,309.5024,2.9387,1.7143,81,81,100,2.02109E+12,310.14
MOD11A2,LST_Day_1km,A2021089,30/03/2021,311.38,318.86,25537.5,7.48,315.2778,2.2382,1.496,81,81,100,2.0211E+12,316.02
MOD11A2,LST_Day_1km,A2021097,07/04/2021,311.78,318.18,25518.0762,6.4,315.038,1.7995,1.3415,81,81,100,2.02111E+12,315.66
MOD11A2,LST_Day_1km,A2021105,15/04/2021,310.52,318.24,25477.5605,7.72,314.5378,2.4297,1.5587,81,81,100,2.02111E+12,315.32
MOD11A2,LST_Day_1km,A2021113,23/04/2021,308.9,315.68,25316.4531,6.78,312.5488,2.0223,1.4221,81,81,100,2.02112E+12,313.6
MOD11A2,LST_Day_1km,A2021121,01/05/2021,313.42,320.78,25675.3438,7.36,316.9796,2.6416,1.6253,81,81,100,2.02113E+12,318.12
MOD11A2,LST_Day_1km,A2021129,09/05/2021,314.26,322.18,25770.957,7.92,318.16,2.9626,1.7212,81,81,100,2.02114E+12,318.34
MOD11A2,LST_Day_1km,A2021137,17/05/2021,314.66,320.6,25719.3809,5.94,317.5232,2.3371,1.5287,81,81,100,2.02115E+12,318.9
MOD11A2,LST_Day_1km,A2021145,25/05/2021,316.7,323.06,25864.6543,6.36,319.3167,2.48,1.5748,81,81,100,2.02115E+12,321.02
MOD11A2,LST_Day_1km,A2021153,02/06/2021,316.82,324.54,25983.8203,7.72,320.7879,2.586,1.6081,81,81,100,2.02116E+12,321.9
MOD11A2,LST_Day_1km,A2021161,10/06/2021,316.02,322.04,25794.4043,6.02,318.4494,1.6924,1.3009,81,81,100,2.02117E+12,319.18
MOD11A2,LST_Day_1km,A2021169,18/06/2021,312.92,321.54,25694.8613,8.62,317.2205,3.8984,1.9744,81,81,100,2.02118E+12,316.98
MOD11A2,LST_Day_1km,A2021177,26/06/2021,306.88,311.62,19578.2207,4.74,310.7654,0.7343,0.8569,81,63,77.78,2.02119E+12,311.14
MOD11A2,LST_Day_1km,A2021185,04/07/2021,301.24,305.02,20591.4961,3.78,302.8161,0.5817,0.7627,81,68,83.95,2.02119E+12,302.68
MOD11A2,LST_Day_1km,A2021193,12/07/2021,300.06,303.4,24487.998,3.34,302.321,0.5006,0.7075,81,81,100,2.0212E+12,302.58
MOD11A2,LST_Day_1km,A2021201,20/07/2021,300.44,303.46,24445.0195,3.02,301.7904,0.4342,0.659,81,81,100,2.02121E+12,301.58
